source_id,section,locator_kind,locator,disposition,contract_ids,notes
S01,F,pdf_page,25;26,mapped,SZ-IIC,Definition extraction; human review pending.
S01,G,pdf_page,26,mapped,REP-MINIMUM,Definition extraction; human review pending.
S01,H,pdf_page,26;27,mapped,REP-BURDEN,Definition extraction; human review pending.
S01,"Front matter, introduction, changes and general applicability",pdf_page,1;2;3;4,context,,Source version/history and non-neonatal applicability; Table 1 changes audited against body contracts.
S01,"Abbreviations, figure index, supplemental index and bibliography",pdf_page,27;28;29,context,,Navigational/citation material; not additional waveform criteria.
S09,"Title, authors, committee",pdf_page,1;2,context,,Bibliographic provenance; no terminology rule.
S09,Background and scope,pdf_page,3,context,NEO-REPORTING-CONTEXT,Establishes a neonatal-specific terminology and cautions that routine-length norms may vary in longer recordings.
S09,Details to be reported,pdf_page,3;4,mapped,NEO-REPORTING-CONTEXT,"PMA, exposures, quality, background epochs, seizure and status reporting."
S09,Behavioral state,pdf_page,4;5;6;7,mapped,NEO-BEHAVIORAL-STATE;NEO-CONTINUITY-NORMAL,"Awake and sleep states, developmental transitions, cycling, unspecified state changes."
S09,EEG background - continuity and discontinuity,pdf_page,7;8;9,mapped,NEO-CONTINUITY-NORMAL;NEO-DISCONTINUITY-ABNORMAL,"Includes normal continuity, tracé discontinu, tracé alternant, excessive discontinuity, and burst suppression."
S09,"EEG background - symmetry, synchrony, voltage, ECI",pdf_page,9;10;11,mapped,NEO-SYMMETRY-SYNCHRONY;NEO-VOLTAGE-ECI,ECI use remains conditional on separate technical standards.
S09,"EEG background - variability, reactivity, dysmaturity",pdf_page,11;12,mapped,NEO-VARIABILITY-REACTIVITY;NEO-DYSMATURITY,All judgments require PMA and adequate temporal/stimulus context.
S09,Normal graphoelements,pdf_page,12;13,mapped,NEO-GRAPHOELEMENTS,All five named developmental hallmarks are included; source says the list is not exhaustive.
S09,EEG transient patterns,pdf_page,13;14;15,mapped,NEO-SHARP-TRANSIENTS;NEO-BRD,Sharp transient normal/pathologic distinctions and BRD.
S09,Seizures and status epilepticus,pdf_page,15;16;17,mapped,NEO-SEIZURE;NEO-SEIZURE-BURDEN-STATUS,"Clinical coupling, electrographic rule, spatial classes, burden, and neonatal status."
S09,Rhythmic and periodic patterns of uncertain significance,pdf_page,17;18;19,mapped,NEO-RPP-PATTERN-LOCATION;NEO-RPP-MODIFIERS,"PD/RDA form, duration, location, and limited neonatal modifiers."
S09,Conclusion,pdf_page,19,context,,Terminology is a revisable consensus framework; clinical significance remains an area for research.
S09,References,pdf_page,20;21;22,out_of_scope,,Bibliography supports the guideline but does not add standalone S09 operational terms.
S09,Figure legends and box index,pdf_page,23;24,mapped,NEO-DISCONTINUITY-ABNORMAL;NEO-GRAPHOELEMENTS;NEO-SHARP-TRANSIENTS;NEO-SEIZURE;NEO-RPP-PATTERN-LOCATION,Legends reinforce visual distinctions and provenance for the clinical examples.
S09,Box 1 and Box 2,pdf_page,25;26,mapped,NEO-REPORTING-CONTEXT;NEO-BEHAVIORAL-STATE,Summary checklists for daily reporting and state categories.
S09,"Figures 1-2, Box 3, and Table 1",pdf_page,27;28;29;30;31;32;33,mapped,NEO-CONTINUITY-NORMAL;NEO-DISCONTINUITY-ABNORMAL;NEO-VOLTAGE-ECI;NEO-SYMMETRY-SYNCHRONY;NEO-VARIABILITY-REACTIVITY;NEO-DYSMATURITY,"Voltage schematic, four discontinuity examples, background checklist, and PMA-indexed IBI table."
S09,"Box 4, Box 5, and Figure 3",pdf_page,34;35;36;37;38,mapped,NEO-GRAPHOELEMENTS;NEO-SHARP-TRANSIENTS;NEO-BRD;NEO-RPP-PATTERN-LOCATION,"Graphoelement/transient summaries and visual contrast among encoche, physiologic sharp wave, and pathologic periodic sharp waves."
S09,Box 6,pdf_page,39,mapped,NEO-SEIZURE;NEO-SEIZURE-BURDEN-STATUS,"Seizure, location, burden, and status summary."
S09,Box 7,pdf_page,40,mapped,NEO-RPP-PATTERN-LOCATION;NEO-RPP-MODIFIERS,"RPP pattern, location, and modifier summary."
S03,Title,pdf_page,1,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 1: burst attenuation,pdf_page,2,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 2: burst suppression,pdf_page,3,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 3: identical highly epileptiform bursts,pdf_page,4,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 4: identical bursts,pdf_page,5,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 5: GPD,pdf_page,6,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 6: GRDA,pdf_page,7,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 7: GPD,pdf_page,8,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 7 (duplicate source label): LPD,pdf_page,9,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 9: BIPD,pdf_page,10,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 10: UIPD,pdf_page,11,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 11: UIRDA,pdf_page,12,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 12: MfPD,pdf_page,13,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 13: bilateral asymmetric LPD,pdf_page,14,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 14: SW,pdf_page,15,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 15: SI-GRDA,pdf_page,16,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 16: short evolving LRDA,pdf_page,17,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 17: fluctuating LPD,pdf_page,18,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 18: GPD+F,pdf_page,19,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 19: LPD+F,pdf_page,20,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 20: LRDA+S,pdf_page,21,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 21: BIPD+F,pdf_page,22,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 22: EDB,pdf_page,23,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 23: triphasic GPD with AP lag,pdf_page,24,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 24a: ESz,pdf_page,25,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 24b: ESz,pdf_page,26,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 24c: ESz,pdf_page,27,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 25: ECSz,pdf_page,28,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 26a: ECSz,pdf_page,29,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 26b: ECSz,pdf_page,30,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 27: BIRDs,pdf_page,31,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 28: IIC,pdf_page,32,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 29a: continuum,pdf_page,33,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 29b: continuum,pdf_page,34,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 29c: continuum,pdf_page,35,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S03,EEG 30: IIC and qEEG,pdf_page,36,context,,"Caption-level inventory; visual reference only, no raw-signal quantitative evidence. Continued panels are not independent patients; images not republished."
S04,ACNS Critical Care EEG Terminology  Training Module 2021,slide,1,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Mode of presentation General remarks:,slide,2,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Contents Sequence of topics ,slide,3,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,A. EEG Background,slide,4,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EEG BACKGROUND No consistent voltage differences between sides.,slide,5,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EEG BACKGROUND No consistent frequency differences between sides.,slide,6,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EEG BACKGROUND 4. ,slide,7,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EEG BACKGROUND Attenuation percent or Suppression percent: ,slide,8,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 How is the background of this EEG best described?",slide,9,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Continuous EEG with voltage asymmetry (marked, lower on right) and slowing on the left, polymorphic delta. CONTINUOUS POLYMORPHIC DELTA ACTIVITY OVER LEFT MID-TEMPORAL (",slide,10,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 How is the background of this EEG best described?",slide,11,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 Continuous EEG with frequency asymmetry, marked (beta on",slide,12,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How would you describe this EEG?,slide,13,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Higher voltage activity qualifies as bursts: ≥0.5s AND ≥ 4 phases about 10 phases,slide,14,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Interburst EEG is attenuated not suppressed ATTENUATION: < 50% of higher voltage portion/ bursts, but ≥ 10 µV (activity <10 µV would qualify as suppressed). Therefore this is burst",slide,15,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,16 How would you describe this EEG?,slide,16,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,17 SUPPRESSION: 2 s,slide,17,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How would you describe this page of EEG? 5,slide,18,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Lateralized burst suppression on the left. Only 1 burst is shown here with a suppression percent of 75% (7.5 out of 10 sec). It is lateralized because the pattern is only present i,slide,19,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"HIGHLY EPILEPTIFORM BURSTS Two or more epileptiform discharges (spikes or sharp waves),",slide,20,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,HIGHLY EPILEPTIFORM BURSTS,slide,21,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How can the continuity and the activity be best described?,slide,22,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,HIGHLY EPILEPTIFORM BURSTS:  2 or more epileptiform discharges (spikes or sharp waves) occur ,slide,23,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,24 IDENTICAL BURSTS,slide,24,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,IDENTICAL BURSTS in a STEREOTYPED CLUSTER If the first 0.5 s or longer of each of ,slide,25,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How would you describe this pattern?,slide,26,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,SUPPRESSION: 5s BURST,slide,27,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BACKGROUND: REACTIVITY Definition: ,slide,28,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BACKGROUND: REACTIVITY Test of responsiveness to verbal stimuli,slide,29,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BACKGROUND: REACTIVITY Test of responsiveness to verbal stimuli,slide,30,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BACKGROUND: STATE CHANGES Requirements to qualify as having state changes:,slide,31,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"BACKGROUND: CYCLIC ALTERNATING PATTERN of ENCEPHALOPATHY (CAPE) To qualify as CAPE, there must be the following:",slide,32,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BACKGROUND: BREACH EFFECT Breach effect:,slide,33,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,In what region is breach effect present on this page of EEG?,slide,34,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"BREACH, left parasagittal  (maximal at C3)",slide,35,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,B. Sporadic Epileptiform Discharges,slide,36,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,SPORADIC EPILEPTIFORM DISCHARGES,slide,37,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,NUMBER OF PHASES,slide,38,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,DISCHARGE VERSUS BURST,slide,39,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Sporadic:  non-rhythmic,slide,40,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,C. Rhythmic and  Periodic Patterns (RPPs),slide,41,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"All rhythmic and periodic patterns (RPPs) should be described by main terms 1 and 2, as well as appropriate major and minor modifiers. Not all modifiers will apply to every pattern",slide,42,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,RHYTHMIC AND PERIODIC PATTERNS (RPPs): MAIN TERM 2 Main term 2 (pattern description) includes:,slide,43,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 2: PDs NOTE: ,slide,44,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"MAIN TERM 2: RDA polymorphic, also known as ",slide,45,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 2: SW Spike-and-wave,slide,46,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 1: GENERALIZED LEFT,slide,47,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 1: LATERALIZED,slide,48,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 1: BILATERAL INDEPENDANT LEFT,slide,49,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,50 MAIN TERM 1: UNILATERAL INDEPENDANT,slide,50,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,MAIN TERM 1: MULTIFOCAL,slide,51,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"In addition to main terms 1 and 2, the following major modifiers can be applied to refine the description of the pattern:  Prevalence",slide,52,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Note that there are 4 distinct time-related scales: 1. ,slide,53,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What pattern is this?,slide,54,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Frontal predominance 110 ms,slide,55,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Frontal predominance 10 discharges in ,slide,56,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,PERIODIC DISCHARGES: SHARPNESS Applies to PDs and the S phase of SW,slide,57,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Please characterize the pattern,slide,58,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"LATERALIZED PERIODIC DISCHARGES Lateralized Periodic Discharges, LPDs ",slide,59,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Lateralized Periodic Discharges (LPDs) Please describe this pattern,slide,60,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Lateralized Periodic Discharges (LPDs) 7 EDs/10.5 s= 0.67 ,slide,61,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Please characterize the pattern,slide,62,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Lateralized Periodic Discharges, LPDs (bilateral asymmetric, 0.5-1 Hz) ",slide,63,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Generalized Periodic Discharges (GPDs) What would you call this pattern?,slide,64,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Generalized Periodic Discharges (GPDs) 65,slide,65,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"What is the correct term for this pattern? Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022",slide,66,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Lateralized Rhythmic Delta Activity (LRDA) (Left anterior-mid temporal maximum, 1.5 Hz)",slide,67,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 Please describe the pattern:",slide,68,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 Polymorphic delta activity (a.k.a. irregular, arrhythmic",slide,69,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Please describe the pattern Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022",slide,70,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Lateralized Rhythmic Delta Activity, LRDA (Right frontocentral maximum, 1.0 Hz)",slide,71,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What is the correct term for this pattern?,slide,72,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Sharp-and-wave:  NO,slide,73,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What pattern(s) is this?,slide,74,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BIPDs Lateralized Periodic Discharges (LPDs),slide,75,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What is the correct term for this pattern?,slide,76,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Unilateral Independant Rhythmic Delta Activity, UIRDA (Right frontopolar maximum [solid lined box]: 1.5 Hz; Right anterior temporal maximum [dashed box]: 1.0 Hz)",slide,77,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What would you call this pattern?,slide,78,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,12 EDs/10 s  ,slide,79,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Courtesy of  Dr. Luis Octavio Caboclo,slide,80,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Multifocal Periodic Discharges, MfPDs: 3 independent foci, 1 left, 2 right Courtesy of ",slide,81,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How often and how long a pattern is present can be described by prevalence and duration: Prevalence,slide,82,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Typical duration of pattern : The typical duration of a pattern, using the following divisions: (i.e., how long a pattern typically lasts)",slide,83,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,The Plus modifier refers to additional features that render the pattern more ictal-appearing than the same pattern without the plus. The Plus modifier can be characterized as: +F,slide,84,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
